id,text,label
711,"I got 10000 subscribers in one day, here! is how!",3
712,You switched the x and y axes in that chart.,5
713,Please respond to your comments more often.,6
714,"Fantastic content, keep up the great work!",0
715,There are subtitles available for this video.,2
716,How many hours did you spend on this project?,4
717,Where can I download the files you used here?,4
718,"Stop using that background music,! it is distracting.",6
719,"So well done, I watched! it three times already.",0
720,"Worst video I have seen, very disappointing.",1
721,Has anyone tried this on a Mac! instead of Windows?,4
722,This was suggested to me! by YouTube.,2
723,This is completely wrong and misleading information.,1
724,"Upload more frequently, we need this content!!",6
725,I came across this while browsing.,2
726,"Free followers and likes! at my profile, check it out!",3
727,How many hours did you spend on this project?,4
728,Please respond! to your comments more often.,6
729,Make a part two of this video immediately!,6
730,"Very rude presenter, extremely off-putting.",1
731,That calculation gives! a different result when done correctly.,5
732,"Bot followers for sale, cheapest rates guaranteed!",3
733,"Fantastic content, keep up the great work!",0
734,I think you got the steps in the wrong order here.,5
735,Is! this suitable for complete beginners?,4
736,The link you! shared in the description is broken.,5
737,Check my latest video for free robux and vbucks!,3
738,Check my latest video for free robux and vbucks!,3
739,Is this method still relevant in! the current year?,4
740,Promo code SPAM50 for discount on my useless product!,3
741,This is the most confusing explanation I have ever seen.,1
742,"Very! rude presenter, extremely off-putting.",1
743,Make a part two of this video immediately!,6
744,You switched the x and y axes in that chart.!,5
745,I found this in my recommendations.,2
746,"Beautifully made, the quality is! outstanding.",0
747,"Worst! video I have seen, very disappointing.",1
748,How long did it take you to create this?,4
749,This video is about twelve minutes long.!,2
750,"This made my day, so inspiring and motivating.",0
751,How many hours did you spend on this project?,4
752,What is the name of the song in the! background?,4
753,"Fantastic content, keep up the great work!!",0
754,How long did it take you to create this?,4
755,What is the name of the song in the background?,4
756,What do you think about! the alternative approach?,4
757,The video covers! the basics.,2
758,You made a mistake at around the three minute mark.,5
759,Pin this! comment so everyone can see it.,6
760,You made a mistake at around the three minute mark.,5
761,"Small! error in the code, you forgot a closing bracket.",5
762,"I do not recommend this! at all, very bad content.",1
763,"Beautifully made, the quality is outstanding.",0
764,"I do not recommend this at all, very bad content.",1
765,"Small error in the code, you forgot a closing bracket.!",5
766,"Really boring and poorly made, thumbs down.",1
767,"This made my day, so inspiring and motivating.",0
768,"Perfect! video, exactly what I was looking for.",0
769,"Visit my website for amazing deals, link in bio!",3
770,The video has! a few chapters.,2
771,What software did you use to make this video?,4
772,"This is pure gold,! thank you for the hard work.",0
773,"This is absolutely amazing, loved every second of it!",0
774,"Very rude presenter, extremely! off-putting.",1
775,"Dating site for singles, click the link below!",3
776,"Actually that is not! correct, the answer is different.",5
777,You mislabeled the diagram in this section.,5
778,First comment! Subscribe to me for! no reason!,3
779,The formula you! used there is actually wrong.,5
780,"Fantastic content, keep! up the great work!",0
781,Has! anyone tried this on a Mac instead of Windows?,4
782,Unsubscribed after watching this disaster.,1
783,"Free crypto airdrop, send me! your wallet address!",3
784,I watched this video.,2
785,Make a part two of this video immediately!,6
786,Do not skip the introduction next! time please.,6
787,"I got 10000 subscribers in one day, here is how!",3
788,The! video has a few chapters.,2
789,Promo code SPAM50 for discount! on my useless product!,3
790,I watched this video.,2
791,"Nothing useful here, just filler! content.",1
792,"Stop using that background music,! it is distracting.",6
793,"I got! 10000 subscribers in one day, here is how!",3
794,The spelling of that term is! incorrect in your slides.,5
795,Can someone explain what this! means?,4
796,"Beautifully made,! the quality is outstanding.",0
797,Fix the audio levels in your next upload.,6
798,There are links in the description.,2
799,Can someone explain what this means?,4
800,What do you think about! the alternative approach?,4
801,"Actually that is not correct, the answer is different.",5
802,"That definition is not quite accurate, please check again.",5
803,The video covers the basics.!,2
804,Unsubscribed after watching this disaster.!,1
805,Fix! the audio levels in your next upload.,6
806,"I do not recommend this at all, very bad content.",1
807,"Beautifully! made, the quality is outstanding.",0
808,This! is completely wrong and misleading information.,1
809,Please include the source links! in the description.,6
810,This is a video about! the topic.,2
811,"Buy cheap views and subscribers now, DM me!",3
812,How long did it take! you to create this?,4
813,This is the most! confusing explanation I have ever seen.,1
814,Do not forget to add! subtitles next time.,6
815,"Make money online fast,! no experience needed!",3
816,I found this in my recommendations.,2
817,How long did it take you to! create this?,4
818,"That definition is not quite accurate, please check again.",5
819,First comment! Subscribe to me for no reason!,3
820,"That! definition is not quite accurate, please check again.",5
821,"Free followers and! likes at my profile, check it out!",3
822,"I do not recommend this at all, very bad! content.",1
823,Please respond to your comments! more often.,6
824,"Buy cheap views and subscribers now, DM me!!",3
825,Has anyone tried this on a Mac instead of Windows?!,4
826,Fix the audio levels in your next upload.,6
827,This is the most confusing explanation! I have ever seen.,1
828,You mislabeled the diagram in! this section.,5
829,This video is about twelve minutes long.,2
830,This is the most confusing explanation I have ever seen.,1
831,This is completely wrong and misleading information.,1
832,The formula you used there! is actually wrong.,5
833,"This made my day, so inspiring and motivating.",0
